"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","avg_qty_for_sus","est_vol_for_sus","est_base_msf","est_sus","currency","estimated_monthly_storage_fee","dangerous_goods_storage_type","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B0BLBQJ5J7","X0041EANFT","VIVOSUN 5-Pack 7 Gallon Grow Bags, 500G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","'YVR3'","CA","28.2","20.8","11.7","centimeters","1.0","kilograms","0.0069","cubic meters","Standard-Size","0.27","0.0","0.0018","2026-04","7.5","weeks","40.0","0.0","0.27","0.0018","0.0732","0.0","CAD","0.0732","--","N","N","0.0","--","0.0"
"B0BL9XDQZL","X0041EH3LV","VIVOSUN 5-Pack 25 Gallon Grow Bags, 360G Thick Nonwoven Fabric Pots with Strap Handles, Multi-Purpose Rings, for Low Stress Plant Training Fruits, Vegetables, and Flowers","'YVR3'","CA","42.29","32.5","10.5","centimeters","2.05","kilograms","0.0144","cubic meters","Standard-Size","0.03","0.0","5.0E-4","2026-04","7.5","weeks","40.0","0.0","0.03","5.0E-4","0.0192","0.0","CAD","0.0192","--","N","N","0.0","--","0.0"
"B0CP52SNYH","X00429E8RR","VIVOSUN Smart Air Filtration S6 Kit 6"", AeroZesh S6 Inline Duct Fan with E12 Speed Controller, Carbon Filter & 8' Ducting, Cooling & Ventilation System for Grow Tents, Indoor Gardening, Hydroponics","'YVR3'","CA","52.07","51.82","31.62","centimeters","8.91","kilograms","0.0853","cubic meters","Oversize","0.3","0.13","0.0142","2026-04","9.6","weeks","28.0","0.0","0.17","0.0142","0.3981","0.0","CAD","0.3981","--","N","N","0.0","--","0.0"
"B0C5MD1DW5","X0043RS1LR","VIVOSUN Self-Watering Planters, 6-Pack 10.5 Inch Compact Rectangular Window Herb Planter Box with 10 PCS Plant Labels, Plant Container for Basil, Flowers, Succulents, Indoor & Outdoor","'YVR3'","CA","38.4","29.69","14.4","centimeters","1.95","kilograms","0.0164","cubic meters","Standard-Size","0.3","0.0","0.0049","2026-04","7.5","weeks","40.0","0.0","0.3","0.0049","0.1971","0.0","CAD","0.1971","--","N","N","0.0","--","0.0"
"B0BW95Z36Q","X0043SI9CH","VIVOSUN 1"" Rockwool Cubes, 200 Plugs Stonewool Starter Grow Cubes for Cuttings, Cloning, Plant Propagation, Seed Starting, Hydroponic Grow Media for Vigorous Plant Growth","'YVR3'","CA","29.7","15.4","10.0","centimeters","0.28","kilograms","0.0046","cubic meters","Standard-Size","0.03","0.0","2.0E-4","2026-04","7.5","weeks","40.0","0.0","0.03","2.0E-4","0.0061","0.0","CAD","0.0061","--","N","N","0.0","--","0.0"
"B0CP5QJC7C","X0047NY5LR","VIVOSUN 15Amp Electric Wood Chipper/Shredder with Wheels, Equipped with 50L Collection Bag, Additional Blades & Carbon Brushes, Cleaning Rod, Gloves & Goggles, Green","'YVR3'","CA","68.0","36.4","28.2","centimeters","11.3","kilograms","0.0698","cubic meters","Oversize","0.93","0.33","0.0419","2026-04","9.6","weeks","28.0","0.0","0.6","0.0419","1.1725","0.0","CAD","1.1725","--","N","N","0.0","--","0.0"
"B0D62NJWV7","X0049L0LKB","VIVOSUN Digital pH Meter, 0.01pH High Accuracy Pen Type pH Tester for Hydroponics, Household Drinking, Pool and Aquarium, Black, UL Certified","'YVR3'","CA","16.8","5.5","2.9","centimeters","0.11","kilograms","3.0E-4","cubic meters","Standard-Size","0.07","0.0","0.0","2026-04","7.5","weeks","40.0","0.0","0.03","0.0","7.0E-4","0.0","CAD","7.0E-4","--","N","N","0.0","--","0.0"
"B0D826L2JD","X004ASFK81","VIVOSUN AeroLight Wing AW400SE, LED Grow Light 400W with Integrated Circulation Fan, App Compatible, Used with Growhub Controller E42A/E25 to Achieve More Functions for 4 x 4/5 x 5 ft Grow Tent","'YVR3'","CA","80.01","43.18","13.97","centimeters","8.62","kilograms","0.0483","cubic meters","Oversize","0.1","0.0","0.0048","2026-04","9.6","weeks","28.0","0.0","0.03","0.0016","0.1351","0.0","CAD","0.1351","--","N","N","0.0","--","0.0"
"B0CGLC75CS","X004AUSWD9","VIVOSUN Outdoor LED Grow Lights, Waterproof String Grow Light, Full Spectrum Plant Growing Lights with 22Ft Adjustable Cord for Seedling, Veg, Flower in Greenhouse, Garden, Backyard, Farm (6-Light)","'YVR3'","CA","40.11","23.8","11.3","centimeters","1.57","kilograms","0.0108","cubic meters","Standard-Size","0.27","0.0","0.0029","2026-04","7.5","weeks","40.0","0.0","0.27","0.0029","0.1151","0.0","CAD","0.1151","--","N","N","0.0","--","0.0"
"B0D3TKZJDH","X004AUZMRX","VIVOSUN Handheld Garden Sprayer, 1L Pump Sprayer, 34oz Water Spray Bottle with Safety Valve, Adjustable Nozzle, Extended Spray Rod & Additional Seals, Ideal for Watering, Fertilizing, Cleaning","'YVR3'","CA","30.4","15.2","11.9","centimeters","0.46","kilograms","0.0055","cubic meters","Standard-Size","0.53","0.0","0.0029","2026-04","7.5","weeks","40.0","0.0","0.53","0.0029","0.1173","0.0","CAD","0.1173","--","N","N","0.0","--","0.0"
"B0CFZWSP22","X004AUZN63","VIVOSUN 0.5Gal Handheld Garden Sprayer, 2L Pump Sprayer, 68 Oz Water Spray Bottle with Safety Valve, Adjustable Nozzle, Extended Spray Rod & Additional Seals, Ideal for Watering, Fertilizing, Cleaning","'YVR3'","CA","32.7","15.1","14.8","centimeters","0.55","kilograms","0.0073","cubic meters","Standard-Size","0.8","0.0","0.0058","2026-04","7.5","weeks","40.0","0.0","0.8","0.0058","0.2338","0.0","CAD","0.2338","--","N","N","0.0","--","0.0"
"B0CPPFRJ4L","X004CY1XQ1","VIVOSUN Outdoor Handrail, 2 Step Stair Handrail, 26"" × 36"" Fits 1 to 2 Steps, Wrought Mattle Iron Handrail for Concrete Steps, Porch Steps, One-step Assembly, Black","'YVR3'","CA","94.2","22.4","11.4","centimeters","4.9","kilograms","0.0241","cubic meters","Oversize","1.0","0.0","0.0241","2026-04","9.6","weeks","28.0","0.0","1.0","0.0241","0.6735","0.0","CAD","0.6735","--","N","N","0.0","--","0.0"
"B0BZYSC7TB","X004DZVTZT","VIVOSUN AeroWave E6 Grow Tent Fan 6”, EC Motor, Smart Wifi Control, US Patented Auto Oscillating Clip fan, Weatherproof IP-54, Strong Airflow but Quiet for Hydroponic Ventilation Circulation, 1-Pack","'YVR3'","CA","25.1","24.2","18.9","centimeters","1.12","kilograms","0.0115","cubic meters","Standard-Size","0.37","0.0","0.0042","2026-04","7.5","weeks","40.0","0.0","0.37","0.0042","0.1684","0.0","CAD","0.1684","--","N","N","0.0","--","0.0"
"B0BP1Y3CRM","X004DZX6P5","VIVOSUN AeroWave E6 Gen2, Grow Tent Clip Fan 6”, EC Motor, Smart Control, Powerful Oscillating Fan, Local Timer, Weatherproof IP54, for Hydroponics Circulation Cooling, Black","'YVR3'","CA","24.8","24.0","18.8","centimeters","1.08","kilograms","0.0112","cubic meters","Standard-Size","0.1","0.0","0.0011","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","0.0448","0.0","CAD","0.0448","--","N","N","0.0","--","0.0"
"B0DNSVKPYX","X004H4OVZL","VIVOSUN 6” Inline Booster Duct Fan with Speed Regulator, 345 CFM Quiet Exhaust Fan for HVAC Ventilation in Grow Tents, Basements, Bathrooms, Kitchens, and Attics","'YVR3'","CA","21.7","19.8","17.2","centimeters","0.84","kilograms","0.0074","cubic meters","Standard-Size","0.27","0.0","0.002","2026-04","7.5","weeks","40.0","0.0","0.27","0.002","0.0788","0.0","CAD","0.0788","--","N","N","0.0","--","0.0"
"B0F5HCQ7K1","X004NKXSMV","VIVOSUN LumaRay Under Canopy Grow Light, Full Spectrum Dimmable LED Grow Lights for Grow Tents, Greenhouses, SGS Compatible, 100W, 3.28 ft, 1 Pack","'YVR3'","CA","108.59","12.7","9.91","centimeters","2.88","kilograms","0.0137","cubic meters","Oversize","0.2","0.0","0.0027","2026-04","9.6","weeks","28.0","0.0","0.0","0.0","0.0765","0.0","CAD","0.0765","--","N","N","0.0","--","0.0"
"B0FGZYYJ48","X004R42SFL","VIVOSUN Smart Air Filtration PRO Kit 8"", AeroZesh T8 Inline Duct Fan with GrowHub E42A+, Temperature Humidity Controller, Carbon Filter & Ducting Ventilation System for Grow Tent, Hydroponics","'YVR3'","CA","68.81","56.49","34.11","centimeters","15.67","kilograms","0.1326","cubic meters","Oversize","1.0","0.0","0.1326","2026-04","9.6","weeks","28.0","0.0","0.47","0.0619","3.7123","0.0","CAD","3.7123","--","N","N","0.0","--","0.0"
"B0CBRPS1N8","X004R498QX","VIVOSUN Smart Air Filtration PRO G6 Kit 6"", AeroZesh G6 Inline Duct Fan w/GrowHub E42A Temp. Humidity WiFi-Controller, Carbon Filter & Ducting, Cooling & Ventilation System for Grow Tent, Hydroponics","'YVR3'","CA","93.22","27.43","26.67","centimeters","9.75","kilograms","0.0682","cubic meters","Oversize","1.0","0.0","0.0682","2026-04","9.6","weeks","28.0","0.0","0.9","0.0614","1.9094","0.0","CAD","1.9094","--","N","N","0.0","--","0.0"
"B0C6QK97P2","X004R4F5Y7","VIVOSUN G4 4"" Inline Duct Fan & Temperature Humidity Controller, E42A+ WiFi-App Control AeroZesh Grow Tent Fan& Smart Thermostat, 195 CFM EC Motor Exhaust Fan for Heating Cooling, Greenhouse Accessory","'YVR3'","CA","32.79","24.1","19.81","centimeters","2.85","kilograms","0.0157","cubic meters","Standard-Size","0.33","0.0","0.0052","2026-04","7.5","weeks","40.0","0.0","0.33","0.0052","0.2088","0.0","CAD","0.2088","--","N","N","0.0","--","0.0"
"B0D8PQQWM3","X004S2Z7H3","VIVOSUN GrowCam C4, 2K QHD WiFi Smart Camera for Grow Tent & VGrow Smart Grow Box, Timelapse, Night Vision, SD Card Storage, 2-Way Audio, App Control","'YVR3'","CA","10.49","9.4","6.2","centimeters","0.27","kilograms","6.0E-4","cubic meters","Standard-Size","0.03","0.0","0.0","2026-04","7.5","weeks","40.0","0.0","0.03","0.0","8.0E-4","0.0","CAD","8.0E-4","--","N","N","0.0","--","0.0"
"B00P7U259C","X000U6HQI9","VIVOSUN Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR4'","CA","26.4","5.9","5.8","centimeters","0.36","kilograms","9.0E-4","cubic meters","Standard-Size","48.43","0.0","0.0432","2026-04","7.5","weeks","40.0","0.0","42.63","0.0385","1.7298","0.0","CAD","1.7298","--","N","N","0.0","--","0.57"
"B00TF9E6XE","X000WAEDQV","VIVOSUN 5-Pack 5 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR4'","CA","25.4","19.3","7.0","centimeters","0.56","kilograms","0.0034","cubic meters","Standard-Size","2.1","0.0","0.0016","2026-04","7.5","weeks","40.0","0.0","0.1","3.0E-4","0.0641","0.0","CAD","0.0641","--","N","N","0.0","--","7.23"
"B00TF9E4UO","X000WAEDTD","VIVOSUN 5-Pack 3 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR4'","CA","31.4","26.3","5.4","centimeters","0.45","kilograms","0.0045","cubic meters","Standard-Size","19.7","0.0","0.0873","2026-04","7.5","weeks","40.0","0.0","4.93","0.022","3.4903","0.0","CAD","3.4903","--","N","N","0.0","--","0.13"
"B00VWU37QG","X000WAEDU7","VIVOSUN 5-Pack 15 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","'YVR4'","CA","33.0","28.6","9.4","centimeters","1.25","kilograms","0.0089","cubic meters","Standard-Size","12.37","0.0","0.1032","2026-04","7.5","weeks","40.0","0.0","2.9","0.0257","4.1284","0.0","CAD","4.1284","--","N","N","0.0","--","0.73"
"B00VWU30PO","X000WAEDUH","VIVOSUN 5-Pack 10 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","'YVR4'","CA","32.5","23.0","11.6","centimeters","0.96","kilograms","0.0087","cubic meters","Standard-Size","7.7","0.0","0.065","2026-04","7.5","weeks","40.0","0.0","6.27","0.0543","2.6014","0.0","CAD","2.6014","--","N","N","0.0","--","0.2"
"B016MKY7C8","X000Y40U1R","VIVOSUN 10""x 20.75"" Seedling Heat Mat and Digital Thermostat Combo Set, UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR4'","CA","26.8","11.4","11.1","centimeters","0.74","kilograms","0.0034","cubic meters","Standard-Size","10.0","6.47","0.012","2026-04","7.5","weeks","40.0","0.0","3.53","0.012","0.4793","0.0","CAD","0.4793","--","N","N","0.0","--","0.0"
"B00TF9E9PY","X000YNXMLX","VIVOSUN 5-Pack 7 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles","'YVR4'","CA","27.7","21.3","6.5","centimeters","0.56","kilograms","0.0038","cubic meters","Standard-Size","3.73","0.0","0.0134","2026-04","7.5","weeks","40.0","0.0","0.43","0.0017","0.5369","0.0","CAD","0.5369","--","N","N","0.0","--","0.23"
"B01C82SYZ0","X0016A2N7H","VIVOSUN 4 Inch Inline Duct Fan 100 CFM, HVAC Exhaust Ventilation Fan with Low Noise for Basements, Bathrooms, Kitchens and Attics, Silver","'YVR4'","CA","16.6","15.2","12.0","centimeters","0.77","kilograms","0.003","cubic meters","Standard-Size","1.17","0.0","9.0E-4","2026-04","7.5","weeks","40.0","0.0","0.13","4.0E-4","0.0363","0.0","CAD","0.0363","--","N","N","0.0","--","0.97"
"B018VI6ZUQ","X0016ARA43","VIVOSUN Black and White Panda Film Roll 10FT X 10FT 5.5 Mil","'YVR4'","CA","41.9","15.4","5.0","centimeters","1.3","kilograms","0.0032","cubic meters","Standard-Size","3.0","0.0","0.0097","2026-04","7.5","weeks","40.0","0.0","2.7","0.0087","0.3872","0.0","CAD","0.3872","--","N","N","0.0","--","0.0"
"B00VWU35F4","X0016G57GP","VIVOSUN 5-Pack 30 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR4'","CA","43.5","29.0","14.5","centimeters","1.72","kilograms","0.0183","cubic meters","Standard-Size","4.27","0.0","0.0665","2026-04","7.5","weeks","40.0","0.0","1.97","0.036","2.6585","0.0","CAD","2.6585","--","N","N","0.0","--","0.63"
"B00VWU2UDC","X0016HFB8N","VIVOSUN 5-Pack 20 Gallons Grow Bags Heavy Duty Thickened Nonwoven Fabric Pots with Handles","'YVR4'","CA","40.4","28.2","6.5","centimeters","1.52","kilograms","0.0074","cubic meters","Standard-Size","13.03","0.0","0.0938","2026-04","7.5","weeks","40.0","0.0","3.27","0.0242","3.7521","0.0","CAD","3.7521","--","N","N","0.0","--","0.37"
"B015PD8I7I","X0016VM6S7","VIVOSUN 2 Pack Durable Waterproof Seedling Heat Mat 10"" x 20.75"" UL & MET-Certified Warm Hydroponic Heating Pad for Germination, Indoor Gardening, Greenhouse","'YVR4'","CA","26.6","8.2","7.8","centimeters","0.72","kilograms","0.0017","cubic meters","Standard-Size","0.07","0.0","1.0E-4","2026-04","7.5","weeks","40.0","0.0","0.07","1.0E-4","0.0045","0.0","CAD","0.0045","--","N","N","0.0","--","0.0"
"B010UCCMW6","X0018L0WB3","VIVOSUN 6 Inch 25 Feet Non-Insulated Flex Air Aluminum Duct for Ventilation, 2 Clamps Included","'YVR4'","CA","33.02","17.02","16.51","centimeters","1.24","kilograms","0.0093","cubic meters","Standard-Size","2.57","0.0","0.0238","2026-04","7.5","weeks","40.0","0.0","0.23","0.0022","0.9526","0.0","CAD","0.9526","--","N","N","0.0","--","0.0"
"B01EWH83FU","X0018MEL55","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange 1-Pack","'YVR4'","CA","22.2","8.0","1.4","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","89.43","0.0","0.0221","2026-04","7.5","weeks","40.0","0.0","23.53","0.0059","0.8832","0.0","CAD","0.8832","--","N","N","0.0","--","0.63"
"B01EUURUVM","X0018MPHIZ","VIVOSUN 4 Inch 25 Feet Non-Insulated Flex Air Aluminum Duct for Ventilation, 2 Clamps Included","'YVR4'","CA","43.94","11.68","11.43","centimeters","0.84","kilograms","0.0059","cubic meters","Standard-Size","0.53","0.0","0.0029","2026-04","7.5","weeks","40.0","0.0","0.03","2.0E-4","0.1173","0.0","CAD","0.1173","--","N","N","0.0","--","0.03"
"B00P7RUI3U","X001BA006X","VIVOSUN Heavy-Duty Polyester Plant Trellis Netting 5 x 15ft, 1 Pack","'YVR4'","CA","14.2","13.3","1.6","centimeters","0.07","kilograms","3.0E-4","cubic meters","Standard-Size","2.2","0.0","6.0E-4","2026-04","7.5","weeks","40.0","0.0","1.73","5.0E-4","0.0258","0.0","CAD","0.0258","--","N","N","0.0","--","0.07"
"B00UBLDUBO","X001BA59YB","VIVOSUN 5-Pack 2 Gallons Heavy Duty Thickened Nonwoven Fabric Pots Grow Bags with Handles","'YVR4'","CA","35.29","23.2","3.4","centimeters","0.32","kilograms","0.0028","cubic meters","Standard-Size","0.1","0.0","2.0E-4","2026-04","7.5","weeks","40.0","0.0","0.07","2.0E-4","0.0074","0.0","CAD","0.0074","--","N","N","0.0","--","0.07"
"B01M7S46YZ","X001KCU7VP","VIVOSUN D4 4 Inch 195 CFM Inline Duct Ventilation Fan HVAC Vent Blower for Hydroponics Grow Tent","'YVR4'","CA","20.6","19.4","17.6","centimeters","1.16","kilograms","0.007","cubic meters","Standard-Size","1.0","0.03","0.0068","2026-04","7.5","weeks","40.0","0.0","0.97","0.0068","0.272","0.0","CAD","0.272","--","N","N","0.0","--","0.0"
"B01M7S46YZ","X001KCU7VP","VIVOSUN D4 4 Inch 195 CFM Inline Duct Ventilation Fan HVAC Vent Blower for Hydroponics Grow Tent","'YVR4'","CA","20.6","19.4","17.6","centimeters","1.16","kilograms","0.007","cubic meters","Standard-Size","8.7","0.0","0.0607","2026-04","7.5","weeks","40.0","0.0","3.5","0.0246","2.429","0.0","CAD","2.429","--","N","N","0.0","--","0.07"
"B01I1D9QAM","X001LWF96R","VIVOSUN 5-Pack 7 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","'YVR4'","CA","28.9","21.1","9.1","centimeters","0.6","kilograms","0.0055","cubic meters","Standard-Size","9.0","0.0","0.0498","2026-04","7.5","weeks","40.0","0.0","2.03","0.0113","1.9903","0.0","CAD","1.9903","--","N","N","0.0","--","0.03"
"B01I1D9KFI","X001LWFXHH","Unknown","'YVR4'","CA","31.1","27.8","6.6","centimeters","1.08","kilograms","0.0057","cubic meters","Standard-Size","1.2","0.0","0.0068","2026-04","7.5","weeks","40.0","0.0","0.77","0.0044","0.2739","0.0","CAD","0.2739","--","N","N","0.0","--","0.0"
"B01I1D9IF0","X001LWGBN7","VIVOSUN 5-Pack 10 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","'YVR4'","CA","28.0","23.0","13.1","centimeters","0.89","kilograms","0.0084","cubic meters","Standard-Size","3.2","0.0","0.0245","2026-04","7.5","weeks","40.0","0.0","0.1","8.0E-4","0.9786","0.0","CAD","0.9786","--","N","N","0.0","--","0.3"
"B06X6FT8MK","X001M12U87","VIVOSUN Air Stone Disc 8 x 8 Inch with Shell and Sucker for Aquarium, Fish Tank and Hydroponics Air Pump","'YVR4'","CA","23.8","22.8","3.6","centimeters","1.0","kilograms","0.002","cubic meters","Standard-Size","11.3","0.0","0.0214","2026-04","7.5","weeks","40.0","0.0","8.8","0.0172","0.857","0.0","CAD","0.857","--","N","N","0.0","--","0.33"
"B06Y1XVD1P","X001M23OUT","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Titanium Coated Curved Precision Blades 1-Pack","'YVR4'","CA","21.7","7.1","1.4","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","0.03","0.0","0.0","2026-04","7.5","weeks","40.0","0.0","0.03","0.0","3.0E-4","0.0","CAD","3.0E-4","--","N","N","0.0","--","0.0"
"B06VV79ZTK","X001M244R1","VIVOSUN Air Stones Disc 5 x 5 Inch with Shell for Aquarium, Fish Tank and Hydroponics Air Pump","'YVR4'","CA","14.6","13.3","2.6","centimeters","0.28","kilograms","5.0E-4","cubic meters","Standard-Size","34.83","0.0","0.0175","2026-04","7.5","weeks","40.0","0.0","28.57","0.0144","0.6994","0.0","CAD","0.6994","--","N","N","0.0","--","0.2"
"B071D55QFS","X001MNI72D","VIVOSUN 6.5 Inch Gardening Scissors Hand Pruner Pruning Shear with Straight Stainless Steel Blades Orange 2-Pack","'YVR4'","CA","25.6","8.6","2.6","centimeters","0.18","kilograms","6.0E-4","cubic meters","Standard-Size","54.97","0.0","0.0314","2026-04","7.5","weeks","40.0","0.0","51.43","0.0294","1.2571","0.0","CAD","1.2571","--","N","N","0.0","--","0.07"
"B01DNUIHWG","X001S0NH93","VIVOSUN 164 Feet (50m) PE-Coated Twist Ties, Garden Plant Ties with Cutter for Gardening, Outdoor Garden Twine Reuseable for Climbing Supporting Plants Tomatoes, Office Home Organization (Green)","'YVR4'","CA","17.4","11.0","2.4","centimeters","0.1","kilograms","5.0E-4","cubic meters","Standard-Size","0.07","0.0","0.0","2026-04","7.5","weeks","40.0","0.0","0.03","0.0","6.0E-4","0.0","CAD","6.0E-4","--","N","N","0.0","--","0.03"
"B01DNUIGUY","X00249CNEH","VIVOSUN Soil Tester 3-in-1 Plant Moisture Meter Light and PH Tester for Home, Garden, Lawn, Farm, Indoor and Outdoor Use, Promote Plants Healthy Growth","'YVR4'","CA","32.9","10.1","4.3","centimeters","0.1","kilograms","0.0014","cubic meters","Standard-Size","3.33","0.0","0.0048","2026-04","7.5","weeks","40.0","0.0","3.33","0.0048","0.1905","0.0","CAD","0.1905","--","N","N","0.0","--","0.0"
"B07L54HB83","X0026O3WMR","VIVOSUN 800GPH Submersible Pump(3000L/H, 24W), Ultra Quiet Water Pump with 10ft High Lift, Fountain Pump with 5ft Power Cord, 3 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics","'YVR4'","CA","15.0","12.5","8.5","centimeters","0.88","kilograms","0.0016","cubic meters","Standard-Size","0.1","0.0","2.0E-4","2026-04","7.5","weeks","40.0","0.0","0.1","2.0E-4","0.0064","0.0","CAD","0.0064","--","N","N","0.0","--","0.0"
"B07L4Q3MVY","X0026OYY4R","VIVOSUN 1.35-Gallon Pump Sprayer, Pressurized Lawn & Garden Sprayer with Adjustable Shoulder Strap for Plants, Garden Watering and Household Cleaning","'YVR4'","CA","43.0","18.6","18.4","centimeters","1.38","kilograms","0.0147","cubic meters","Standard-Size","1.4","0.0","0.0196","2026-04","7.5","weeks","40.0","0.0","1.33","0.0196","0.7849","0.0","CAD","0.7849","--","N","N","0.0","--","0.07"
"B07L4FWW1F","X0026R0BV9","VIVOSUN 6 Inch 100-Pack Garden Stakes, Galvanized Steel Landscape Stapes 11 Gauge U-Shaped Pins for Weed Barrier Fabric, Ground Cover, Soaker Hose, Irrigation Tubing, Holding Fence","'YVR4'","CA","16.7","16.4","4.5","centimeters","1.84","kilograms","0.0012","cubic meters","Standard-Size","67.53","0.0","0.0831","2026-04","7.5","weeks","40.0","0.0","11.0","0.0136","3.3244","0.0","CAD","3.3244","--","N","N","0.0","--","0.1"
"B01I1D9OT0","X0027LF9U7","VIVOSUN 5-Pack 30 Gallon Grow Bags Heavy Duty 300G Thickened Nonwoven Plant Fabric Pots with Handles Tan","'YVR4'","CA","40.0","31.0","8.5","centimeters","1.68","kilograms","0.0105","cubic meters","Standard-Size","0.83","0.0","0.0077","2026-04","7.5","weeks","40.0","0.0","0.1","0.0011","0.3092","0.0","CAD","0.3092","--","N","N","0.0","--","0.1"
"B07QTHHGZL","X00289XXFL","VIVOSUN 0.8-Gallon Pump Sprayer, Pressurized Lawn & Garden Sprayer with Adjustable Shoulder Strap for Plants, Garden Watering and Household Cleaning","'YVR4'","CA","36.7","18.5","18.4","centimeters","1.19","kilograms","0.0125","cubic meters","Standard-Size","2.67","0.0","0.0312","2026-04","7.5","weeks","40.0","0.0","2.5","0.0312","1.2493","0.0","CAD","1.2493","--","N","N","0.0","--","0.17"
"B07QSCTT31","X0028B1A8L","VIVOSUN 0.4 Gallon Handheld Garden Pump Sprayer, 50 oz Gallon Lawn & Garden Pressure Water Spray Bottle with Adjustable Brass Nozzle, for Plants and Other Cleaning Solutions (1.5L Red)","'YVR4'","CA","34.5","15.0","15.0","centimeters","0.48","kilograms","0.0078","cubic meters","Standard-Size","0.27","0.0","0.0021","2026-04","7.5","weeks","40.0","0.0","0.27","0.0021","0.0828","0.0","CAD","0.0828","--","N","N","0.0","--","0.0"
"B07QTHF3QK","X0028BZNWZ","VIVOSUN 0.4 Gallon Handheld Garden Pump Sprayer, 50 oz Gallon Lawn & Garden Pressure Water Spray Bottle with Adjustable Brass Nozzle, for Plants and Other Cleaning Solutions (1.5L Green)","'YVR4'","CA","34.0","16.0","14.5","centimeters","0.48","kilograms","0.0079","cubic meters","Standard-Size","1.13","0.0","0.0089","2026-04","7.5","weeks","40.0","0.0","1.13","0.0089","0.3576","0.0","CAD","0.3576","--","N","N","0.0","--","0.0"
"B07QQX9C9H","X0028MN7QD","VIVOSUN 210GPH Submersible Pump(800L/H, 8W), Ultra Quiet Water Pump with 3.3ft High Lift, Fountain Pump with 5ft Power Cord, 2 Nozzles for Fish Tank, Pond, Aquarium, Statuary, Hydroponics","'YVR4'","CA","13.0","7.2","7.0","centimeters","0.34","kilograms","7.0E-4","cubic meters","Standard-Size","8.83","0.0","0.0031","2026-04","7.5","weeks","40.0","0.0","0.0","0.0","0.1223","0.0","CAD","0.1223","--","N","N","0.0","--","5.2"
"B07SHBMBT4","X0028MO1RR","VIVOSUN #11 High-Carbon Steel Blades for Cutting Plants and Propagation","'YVR4'","CA","20.3","6.3","3.9","centimeters","0.1","kilograms","5.0E-4","cubic meters","Standard-Size","2.27","0.0","0.0011","2026-04","7.5","weeks","40.0","0.0","1.73","9.0E-4","0.0452","0.0","CAD","0.0452","--","N","N","0.0","--","0.0"
"B07H8G6PKX","X0028TRIQB","VIVOSUN 2-Pack Clamp Lamp Light with Detachable 8.5 Inch Aluminum Reflector up to 150 Watt E26 Socket (No Bulb Included), 6 Feet Cord, UL Listed, Type A Bulb Only","'YVR4'","CA","24.1","24.1","15.0","centimeters","0.91","kilograms","0.0087","cubic meters","Standard-Size","53.43","0.0","0.4644","2026-04","7.5","weeks","40.0","0.0","31.23","0.2721","18.5747","0.0","CAD","18.5747","--","N","N","0.0","--","0.13"
"B00W387078","X00294U8XF","VIVOSUN 50-Pack 2 Gallon Grow Bags for Plants, Black-and-White Material for Potting Up Seedlings and Rooting","'YVR4'","CA","24.3","19.9","4.4","centimeters","0.84","kilograms","0.0021","cubic meters","Standard-Size","19.63","0.0","0.0418","2026-04","7.5","weeks","40.0","0.0","18.3","0.0389","1.671","0.0","CAD","1.671","--","N","N","0.0","--","0.0"
